,customerid,balance,numofproducts,hascrcard,tenure,isactivemember,exited,surname,creditscore,geography,gender,age,estimatedsalary,age_group,estimatedsalary_group,saving,saving_group,creditscore_group,numofproducts_scale,creditscore_scale,age_scale,gender_scale,geography_germany,geography_spain,age_group_21-23,age_group_24-31,age_group_32-44,age_group_45-60,age_group_above 60,numofprocucts_2,numofprocucts_3,numofprocucts_4,saving_group_below 50k,saving_group_50k-100k,saving_group_100k-150k,saving_group_150k-200k,saving_group_above 200k,credit_score_group_650-700,credit_score_group_above 700,stay_proba,exit_proba,predicted
18,15661507,0.0,1,0,6,0,0,Muldrow,587,spain,male,45,158684.81,45-60,150k-200k,0,no saving,below 650,0.0,0.47399999999999987,0.36486486486486486,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1113579998240265,0.8886420001759735,1.0
19,15568982,0.0,2,1,6,1,0,Hao,726,france,female,24,54724.03,24-31,50k-100k,0,no saving,above 700,0.3333333333333333,0.7519999999999999,0.08108108108108109,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9484938455200036,0.05150615447999643,0.0
20,15577657,0.0,2,1,8,1,0,McDonald,732,france,male,41,170886.17,32-44,150k-200k,0,no saving,above 700,0.3333333333333333,0.7639999999999999,0.3108108108108108,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.9019638719832475,0.09803612801675257,0.0
21,15597945,0.0,2,0,8,0,0,Dellucci,636,spain,female,32,138555.46,32-44,100k-150k,0,no saving,below 650,0.3333333333333333,0.572,0.1891891891891892,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7686523380933893,0.23134766190661074,0.0
22,15699309,0.0,1,0,4,0,1,Gerasimov,510,spain,female,38,118913.53,32-44,100k-150k,0,no saving,below 650,0.0,0.31999999999999995,0.27027027027027034,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4174170911431859,0.5825829088568141,0.0
23,15725737,0.0,2,1,3,1,0,Mosman,669,france,male,46,8487.75,45-60,1k-20k,0,no saving,650-700,0.3333333333333333,0.638,0.37837837837837845,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.6514350599158889,0.3485649400841111,0.0
24,15625047,0.0,1,1,5,1,0,Yen,846,france,female,38,187616.16,32-44,150k-200k,0,no saving,above 700,0.0,0.9919999999999999,0.27027027027027034,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6858430429807174,0.3141569570192826,0.0
25,15738191,0.0,2,1,3,1,0,Maclean,577,france,male,25,124508.29,24-31,100k-150k,0,no saving,below 650,0.3333333333333333,0.45399999999999985,0.09459459459459457,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9515921990133147,0.048407800986685345,0.0
26,15736816,136815.64,1,1,2,1,0,Young,756,germany,male,36,170041.95,32-44,150k-200k,1,100k-150k,above 700,0.0,0.8119999999999999,0.24324324324324326,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.46823159730138686,0.5317684026986131,0.0
27,15700772,0.0,2,0,9,0,0,Nebechi,571,france,male,44,38433.35,32-44,20k-50k,0,no saving,below 650,0.3333333333333333,0.44200000000000006,0.35135135135135137,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7594914218178168,0.24050857818218316,0.0
28,15728693,141349.43,1,1,3,1,0,Smith,574,germany,female,38,-999999.0,32-44,,1,100k-150k,below 650,0.0,0.44800000000000006,0.27027027027027034,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4399051714997376,0.5600948285002624,0.0
29,15656300,59697.17,2,1,0,1,0,Lucciano,411,france,male,29,53483.21,24-31,50k-100k,1,50k-100k,below 650,0.3333333333333333,0.122,0.14864864864864863,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.9602717446685807,0.0397282553314193,0.0
30,15589475,0.0,3,0,3,0,1,Azikiwe,591,spain,female,39,140469.38,32-44,100k-150k,0,no saving,below 650,0.6666666666666667,0.4819999999999999,0.2837837837837838,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.04991251234654359,0.9500874876534564,1.0
31,15706552,85311.7,1,1,7,1,0,Odinakachukwu,533,france,male,36,156731.91,32-44,150k-200k,1,50k-100k,below 650,0.0,0.366,0.24324324324324326,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.7202096393581727,0.2797903606418272,0.0
32,15750181,110112.54,2,0,9,0,0,Sanderson,553,germany,male,41,81898.81,32-44,50k-100k,1,100k-150k,below 650,0.3333333333333333,0.406,0.3108108108108108,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5804881451157471,0.41951185488425285,0.0
33,15659428,0.0,2,1,6,1,0,Maggard,520,spain,female,42,34410.55,32-44,20k-50k,0,no saving,below 650,0.3333333333333333,0.33999999999999997,0.3243243243243243,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.887036602311116,0.11296339768888398,0.0
34,15732963,0.0,2,1,9,1,0,Clements,722,spain,female,29,142033.07,24-31,100k-150k,0,no saving,above 700,0.3333333333333333,0.7439999999999999,0.14864864864864863,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9497652318432426,0.05023476815675748,0.0
35,15794171,134264.04,1,0,0,0,1,Lombardo,475,france,female,45,27822.99,45-60,20k-50k,1,100k-150k,below 650,0.0,0.25,0.36486486486486486,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.13126587882868634,0.8687341211713137,1.0
36,15788448,145260.23,1,1,3,1,0,Watson,490,spain,male,31,114066.77,24-31,100k-150k,1,100k-150k,below 650,0.0,0.2799999999999999,0.1756756756756757,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8080821370189772,0.19191786298102276,0.0
37,15729599,76548.6,1,1,7,1,0,Lorenzo,804,spain,male,33,98453.45,32-44,50k-100k,1,50k-100k,above 700,0.0,0.908,0.2027027027027027,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.6992855997144005,0.3007144002855995,0.0
38,15717426,0.0,1,1,7,1,0,Armstrong,850,france,male,36,40812.9,32-44,20k-50k,0,no saving,above 700,0.0,0.9999999999999999,0.24324324324324326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6954042662815063,0.3045957337184937,0.0
39,15585768,70349.48,2,1,6,1,0,Cameron,582,germany,male,41,178074.04,32-44,150k-200k,1,50k-100k,below 650,0.3333333333333333,0.46399999999999986,0.3108108108108108,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.8163725516187165,0.18362744838128353,0.0
40,15619360,0.0,1,0,4,0,0,Hsiao,472,spain,male,40,70154.22,32-44,50k-100k,0,no saving,below 650,0.0,0.244,0.2972972972972973,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4284699230193959,0.5715300769806041,0.0
41,15738148,122522.32,1,0,8,0,1,Clarke,465,france,female,51,181297.65,45-60,150k-200k,1,100k-150k,below 650,0.0,0.22999999999999998,0.445945945945946,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.13126587882868634,0.8687341211713137,1.0
42,15687946,117419.35,1,1,2,1,0,Osborne,556,france,female,61,94153.83,above 60,50k-100k,1,100k-150k,below 650,0.0,0.41200000000000003,0.5810810810810811,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.4504351781757536,0.5495648218242464,0.0
43,15755196,131394.56,1,0,2,0,1,Lavine,834,france,female,49,194365.76,45-60,150k-200k,1,100k-150k,above 700,0.0,0.9679999999999999,0.4189189189189189,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.14279005462107175,0.8572099453789283,1.0
44,15684171,155931.11,1,1,5,1,0,Bianchi,660,spain,female,61,158338.39,above 60,150k-200k,1,150k-200k,650-700,0.0,0.62,0.5810810810810811,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.5389960708382329,0.46100392916176713,0.0
45,15754849,109421.13,2,1,4,1,0,Tyler,776,germany,female,32,126517.46,32-44,100k-150k,1,100k-150k,above 700,0.3333333333333333,0.852,0.1891891891891892,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.7842602867480785,0.2157397132519215,0.0
46,15602280,112045.67,1,1,9,1,1,Martin,829,germany,female,27,119708.21,24-31,100k-150k,1,100k-150k,above 700,0.0,0.9580000000000001,0.12162162162162166,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.653864783028193,0.346135216971807,0.0
47,15771573,137843.8,1,1,9,1,1,Okagbue,637,germany,female,39,117622.8,32-44,100k-150k,1,100k-150k,below 650,0.0,0.574,0.2837837837837838,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4441534302337813,0.5558465697662187,0.0
48,15766205,103391.38,1,1,2,1,0,Yin,550,germany,male,38,90878.13,32-44,50k-100k,1,100k-150k,below 650,0.0,0.4,0.27027027027027034,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4430925997873453,0.5569074002126547,0.0
49,15771873,103769.22,2,0,2,0,0,Buccho,776,germany,female,37,194099.12,32-44,150k-200k,1,100k-150k,above 700,0.3333333333333333,0.852,0.25675675675675674,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.5927832624531902,0.40721673754680976,0.0
50,15616550,116363.37,2,0,10,0,0,Chidiebele,698,germany,male,44,198059.16,32-44,150k-200k,1,100k-150k,650-700,0.3333333333333333,0.6960000000000001,0.35135135135135137,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.612494084893189,0.38750591510681104,0.0
51,15768193,146050.97,2,0,5,0,0,Trevisani,585,germany,male,36,86424.57,32-44,50k-100k,1,100k-150k,below 650,0.3333333333333333,0.46999999999999986,0.24324324324324326,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5601798923938995,0.43982010760610046,0.0
52,15683553,0.0,2,0,5,0,0,O'Brien,788,france,female,33,116978.19,32-44,100k-150k,0,no saving,above 700,0.3333333333333333,0.876,0.2027027027027027,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.8050704246563173,0.1949295753436827,0.0
53,15702298,125561.97,1,0,8,0,1,Parkhill,655,germany,male,41,164040.94,32-44,150k-200k,1,100k-150k,650-700,0.0,0.61,0.3108108108108108,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.2640108338426941,0.7359891661573059,1.0
54,15569590,98495.72,1,0,1,0,1,Yoo,601,germany,male,42,40014.76,32-44,20k-50k,1,50k-100k,below 650,0.0,0.5019999999999999,0.3243243243243243,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.2898948022890514,0.7101051977109486,1.0
55,15760861,125211.92,1,1,1,1,0,Phillipps,619,france,male,43,113410.49,32-44,100k-150k,1,100k-150k,below 650,0.0,0.5379999999999999,0.3378378378378379,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6620713550845281,0.337928644915472,0.0
56,15630053,127864.4,1,0,5,0,0,Tsao,656,france,male,45,87107.57,45-60,50k-100k,1,100k-150k,650-700,0.0,0.612,0.36486486486486486,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.14772851427626466,0.8522714857237353,1.0
57,15647091,75888.2,1,0,0,0,0,Endrizzi,725,germany,male,19,45613.75,18-20,20k-50k,1,50k-100k,above 700,0.0,0.7499999999999999,0.013513513513513542,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.41924577041295175,0.5807542295870483,0.0
58,15623944,0.0,1,0,4,0,1,T'ien,511,spain,female,66,1643.11,above 60,1k-20k,0,no saving,below 650,0.0,0.32199999999999995,0.6486486486486487,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2159097767276813,0.7840902232723187,1.0
59,15804771,40685.92,1,1,4,1,0,Velazquez,614,france,male,51,46775.28,45-60,20k-50k,1,below 50k,below 650,0.0,0.5279999999999999,0.445945945945946,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.16672047476607932,0.8332795252339207,1.0
60,15651280,136857.0,1,0,5,0,0,Hunter,742,germany,male,35,84509.57,32-44,50k-100k,1,100k-150k,above 700,0.0,0.7839999999999999,0.22972972972972977,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.26333294852045797,0.736667051479542,1.0
61,15773469,152328.88,2,0,9,0,0,Clark,687,germany,female,27,126494.82,24-31,100k-150k,1,150k-200k,650-700,0.3333333333333333,0.674,0.12162162162162166,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.7890349506328944,0.21096504936710564,0.0
62,15702014,56084.69,2,0,1,0,0,Jeffrey,555,spain,male,33,178798.13,32-44,150k-200k,1,50k-100k,below 650,0.3333333333333333,0.41000000000000003,0.2027027027027027,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.7929376806598595,0.20706231934014055,0.0
63,15751208,78707.16,1,1,8,1,0,Pirozzi,684,spain,male,56,99398.36,45-60,50k-100k,1,50k-100k,650-700,0.0,0.668,0.5135135135135136,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.33172237951067163,0.6682776204893284,0.0
64,15592461,109166.37,1,1,4,1,0,Jackson,603,germany,male,26,92840.67,24-31,50k-100k,1,100k-150k,below 650,0.0,0.5059999999999999,0.10810810810810811,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6273370056126979,0.37266299438730205,0.0
65,15789484,169831.46,2,1,6,1,0,Hammond,751,germany,female,36,27758.36,32-44,20k-50k,1,150k-200k,above 700,0.3333333333333333,0.8019999999999999,0.24324324324324326,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.8059317020681382,0.19406829793186178,0.0
66,15696061,101633.04,1,0,1,0,0,Brownless,581,germany,female,34,110431.51,32-44,100k-150k,1,100k-150k,below 650,0.0,0.46199999999999986,0.21621621621621623,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.23208236459360443,0.7679176354063956,1.0
67,15641582,123180.01,2,1,10,1,0,Chibugo,735,germany,male,43,196673.28,32-44,150k-200k,1,100k-150k,above 700,0.3333333333333333,0.7699999999999999,0.3378378378378379,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.7913011935116074,0.20869880648839262,0.0
68,15638424,150725.53,2,1,5,1,0,Glauert,661,germany,female,35,113656.85,32-44,100k-150k,1,150k-200k,650-700,0.3333333333333333,0.622,0.22972972972972977,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.8139322090523984,0.18606779094760162,0.0
69,15755648,98373.26,1,0,8,0,0,Pisano,675,france,female,21,18203.0,21-23,1k-20k,1,50k-100k,650-700,0.0,0.65,0.040540540540540515,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6512717442069269,0.34872825579307315,0.0
70,15703793,133745.44,4,0,2,0,1,Konovalova,738,germany,male,58,28373.86,45-60,20k-50k,1,100k-150k,above 700,1.0,0.7759999999999999,0.5405405405405406,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.002462283191941972,0.997537716808058,1.0
71,15620344,0.0,1,0,6,0,0,McKee,813,france,male,29,33953.87,24-31,20k-50k,0,no saving,above 700,0.0,0.926,0.14864864864864863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6612478592866868,0.3387521407133132,0.0
72,15812518,163607.18,1,1,0,1,0,Palermo,657,spain,female,37,44203.55,32-44,20k-50k,1,150k-200k,650-700,0.0,0.614,0.25675675675675674,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.6765439429728574,0.32345605702714264,0.0
73,15779052,157780.84,2,1,5,1,0,Ballard,604,germany,female,25,58426.81,24-31,50k-100k,1,150k-200k,below 650,0.3333333333333333,0.5079999999999999,0.09459459459459457,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8967208442850594,0.10327915571494067,0.0
74,15770811,0.0,2,1,9,1,0,Wallace,519,france,male,36,145562.4,32-44,100k-150k,0,no saving,below 650,0.3333333333333333,0.33799999999999997,0.24324324324324326,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9024198319363166,0.09758016806368346,0.0
75,15780961,178718.19,2,0,1,0,0,Cavenagh,735,france,female,21,22388.0,21-23,20k-50k,1,150k-200k,above 700,0.3333333333333333,0.7699999999999999,0.040540540540540515,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.8507258785583258,0.14927412144167418,0.0
76,15614049,0.0,2,1,8,1,0,Hu,664,france,male,55,139161.64,45-60,100k-150k,0,no saving,650-700,0.3333333333333333,0.628,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.6514350599158889,0.3485649400841111,0.0
77,15662085,0.0,1,1,9,1,0,Read,678,france,female,32,148210.64,32-44,100k-150k,0,no saving,650-700,0.0,0.656,0.1891891891891892,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7007235658347384,0.2992764341652616,0.0
78,15575185,77253.22,1,1,5,1,0,Bushell,757,spain,male,33,194239.63,32-44,150k-200k,1,50k-100k,above 700,0.0,0.814,0.2027027027027027,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.7402694306422449,0.25973056935775507,0.0
79,15803136,122189.66,2,0,10,0,0,Postle,416,germany,female,41,98301.61,32-44,50k-100k,1,100k-150k,below 650,0.3333333333333333,0.132,0.3108108108108108,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5915026720259904,0.40849732797400967,0.0
80,15706021,96645.54,2,0,1,0,0,Buley,665,france,female,34,171413.66,32-44,150k-200k,1,50k-100k,650-700,0.3333333333333333,0.63,0.21621621621621623,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.8191442914557667,0.18085570854423322,0.0
81,15663706,0.0,1,0,2,0,1,Leonard,777,france,female,32,136458.19,32-44,100k-150k,0,no saving,above 700,0.0,0.854,0.1891891891891892,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.46418801614629335,0.5358119838537067,0.0
82,15641732,0.0,2,0,3,0,0,Mills,543,france,female,36,26019.59,32-44,20k-50k,0,no saving,below 650,0.3333333333333333,0.386,0.24324324324324326,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7594914218178168,0.24050857818218316,0.0
83,15701164,90307.62,1,1,4,1,0,Onyeorulu,506,france,female,34,159235.29,32-44,150k-200k,1,50k-100k,below 650,0.0,0.31199999999999994,0.21621621621621623,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.7369438855782089,0.26305611442179105,0.0
84,15738751,0.0,2,0,4,0,0,Beit,493,france,female,46,1907.66,45-60,1k-20k,0,no saving,below 650,0.3333333333333333,0.2859999999999999,0.37837837837837845,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.3940705775206327,0.6059294224793673,0.0
85,15805254,0.0,2,1,10,1,0,Ndukaku,652,spain,female,75,114675.75,above 60,100k-150k,0,no saving,650-700,0.3333333333333333,0.604,0.7702702702702704,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.7826432013984853,0.2173567986015147,0.0
86,15762418,121681.82,1,0,3,0,1,Gant,750,spain,male,22,128643.35,21-23,100k-150k,1,100k-150k,above 700,0.0,0.7999999999999999,0.05405405405405406,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6225725441717309,0.3774274558282691,0.0
87,15625759,0.0,2,0,9,0,0,Rowley,729,france,male,30,151869.35,24-31,150k-200k,0,no saving,above 700,0.3333333333333333,0.7579999999999999,0.16216216216216217,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8830113823503267,0.1169886176496733,0.0
88,15622897,0.0,3,0,4,0,1,Sharpe,646,france,female,46,93251.42,45-60,50k-100k,0,no saving,below 650,0.6666666666666667,0.592,0.37837837837837845,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.010495381504613155,0.9895046184953868,1.0
89,15767954,81623.67,2,1,3,1,0,Osborne,635,germany,female,28,156791.36,24-31,150k-200k,1,50k-100k,below 650,0.3333333333333333,0.57,0.13513513513513514,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8988752862057663,0.10112471379423368,0.0
90,15757535,0.0,3,1,5,1,1,Heap,647,spain,female,44,174205.22,32-44,150k-200k,0,no saving,below 650,0.6666666666666667,0.594,0.35135135135135137,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.11551915825336001,0.88448084174664,1.0
91,15731511,118626.55,2,0,7,0,0,Ritchie,808,france,male,45,147132.46,45-60,100k-150k,1,100k-150k,above 700,0.3333333333333333,0.916,0.36486486486486486,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.4175829824121672,0.5824170175878328,0.0
92,15809248,0.0,2,0,10,0,0,Cole,524,france,female,36,109614.57,32-44,100k-150k,0,no saving,below 650,0.3333333333333333,0.348,0.24324324324324326,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7725267917427954,0.22747320825720457,0.0
93,15640635,0.0,2,1,8,1,0,Capon,769,france,male,29,172290.61,24-31,150k-200k,0,no saving,above 700,0.3333333333333333,0.838,0.14864864864864863,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9484938455200036,0.05150615447999643,0.0
94,15676966,0.0,2,1,4,1,0,Capon,730,spain,male,42,85982.47,32-44,50k-100k,0,no saving,above 700,0.3333333333333333,0.7599999999999999,0.3243243243243243,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.8873215079687996,0.11267849203120038,0.0
